Description,Variables,value,unit,,,,6
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0135539_2020-8-8-3-7-21,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],0,(60-75),0135539_2020-8-8-3-7-21,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0135539_2020-8-8-3-7-21,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0135539_2020-8-8-3-7-21,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0135539_2020-8-8-3-7-21,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0135539_2020-8-8-3-7-21,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0135539_2020-8-8-3-7-21,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],158,Forward,0135539_2020-8-8-3-7-21,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0135539_2020-8-8-3-7-21,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],1,Neutral,0135539_2020-8-8-3-7-21,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],7,Parked,0135539_2020-8-8-3-7-21,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],0,Reversed,0135539_2020-8-8-3-7-21,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0135539_2020-8-8-3-7-21,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,1,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0135539_2020-8-8-3-7-21,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0135539_2020-8-8-3-7-21,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0135539_2020-8-8-3-7-21,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0135539_2020-8-8-3-7-21,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-8-3-7-21,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0135539_2020-8-8-3-7-21,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,35.296875,deg C (KeyOff),0135539_2020-8-8-3-7-21,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,52.03125,deg C (KeyOn),0135539_2020-8-8-3-7-21,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,52.03125,deg C (Max),0135539_2020-8-8-3-7-21,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,35.296875,deg C (Min),0135539_2020-8-8-3-7-21,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,35.07474361,deg (Lat KeyOff),0135539_2020-8-8-3-7-21,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,35.07049389,deg (Lat KeyOn),0135539_2020-8-8-3-7-21,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-106.7303389,deg (Long KeyOff),0135539_2020-8-8-3-7-21,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-106.7250417,deg (Long KeyOn),0135539_2020-8-8-3-7-21,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-8-3-7-21,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-8-3-7-21,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,8,Day,0135539_2020-8-8-3-7-21,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,3,Hour,0135539_2020-8-8-3-7-21,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,7,Minute,0135539_2020-8-8-3-7-21,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0135539_2020-8-8-3-7-21,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,21,Second,0135539_2020-8-8-3-7-21,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0135539_2020-8-8-3-7-21,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,1450.5,km (KeyOff),0135539_2020-8-8-3-7-21,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,1449.46875,km (KeyOn),0135539_2020-8-8-3-7-21,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],214,(0-15),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],72,(105-120),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],46,(120-135),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],29,(135-150),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],216,(15-30),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],123,(30-45),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],133,(45-60),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],179,(60-75),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],256,(75-90),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],140,(90-105),0135539_2020-8-9-1-56-14,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0135539_2020-8-9-1-56-14,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],1664,Forward,0135539_2020-8-9-1-56-14,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0135539_2020-8-9-1-56-14,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],3,Neutral,0135539_2020-8-9-1-56-14,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],805,Parked,0135539_2020-8-9-1-56-14,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],41,Reversed,0135539_2020-8-9-1-56-14,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0135539_2020-8-9-1-56-14,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,1,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0135539_2020-8-9-1-56-14,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0135539_2020-8-9-1-56-14,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0135539_2020-8-9-1-56-14,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0135539_2020-8-9-1-56-14,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-9-1-56-14,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0135539_2020-8-9-1-56-14,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,33.328125,deg C (KeyOff),0135539_2020-8-9-1-56-14,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,33.328125,deg C (KeyOn),0135539_2020-8-9-1-56-14,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,34.3125,deg C (Max),0135539_2020-8-9-1-56-14,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,33.328125,deg C (Min),0135539_2020-8-9-1-56-14,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,35.07053333,deg (Lat KeyOff),0135539_2020-8-9-1-56-14,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,35.07050778,deg (Lat KeyOn),0135539_2020-8-9-1-56-14,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-106.7249608,deg (Long KeyOff),0135539_2020-8-9-1-56-14,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-106.7250142,deg (Long KeyOn),0135539_2020-8-9-1-56-14,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-9-1-56-14,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-9-1-56-14,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,9,Day,0135539_2020-8-9-1-56-14,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,1,Hour,0135539_2020-8-9-1-56-14,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,56,Minute,0135539_2020-8-9-1-56-14,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0135539_2020-8-9-1-56-14,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,14,Second,0135539_2020-8-9-1-56-14,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0135539_2020-8-9-1-56-14,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,1474.53125,km (KeyOff),0135539_2020-8-9-1-56-14,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,1451.53125,km (KeyOn),0135539_2020-8-9-1-56-14,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],33,(0-15),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],79,(15-30),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],24,(30-45),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],3,(45-60),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],9,(60-75),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],1,(75-90),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0135539_2020-8-9-22-34-22,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0135539_2020-8-9-22-34-22,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],180,Forward,0135539_2020-8-9-22-34-22,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0135539_2020-8-9-22-34-22,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],0,Neutral,0135539_2020-8-9-22-34-22,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],29,Parked,0135539_2020-8-9-22-34-22,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],12,Reversed,0135539_2020-8-9-22-34-22,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0135539_2020-8-9-22-34-22,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,1,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0135539_2020-8-9-22-34-22,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0135539_2020-8-9-22-34-22,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0135539_2020-8-9-22-34-22,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0135539_2020-8-9-22-34-22,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-9-22-34-22,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0135539_2020-8-9-22-34-22,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,36.28125,deg C (KeyOff),0135539_2020-8-9-22-34-22,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,36.28125,deg C (KeyOn),0135539_2020-8-9-22-34-22,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,36.28125,deg C (Max),0135539_2020-8-9-22-34-22,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,36.28125,deg C (Min),0135539_2020-8-9-22-34-22,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,35.07552028,deg (Lat KeyOff),0135539_2020-8-9-22-34-22,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,35.07052583,deg (Lat KeyOn),0135539_2020-8-9-22-34-22,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-106.7242461,deg (Long KeyOff),0135539_2020-8-9-22-34-22,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-106.7249553,deg (Long KeyOn),0135539_2020-8-9-22-34-22,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-9-22-34-22,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0135539_2020-8-9-22-34-22,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,9,Day,0135539_2020-8-9-22-34-22,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,22,Hour,0135539_2020-8-9-22-34-22,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,34,Minute,0135539_2020-8-9-22-34-22,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0135539_2020-8-9-22-34-22,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,22,Second,0135539_2020-8-9-22-34-22,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0135539_2020-8-9-22-34-22,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,1475.578125,km (KeyOff),0135539_2020-8-9-22-34-22,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,1474.53125,km (KeyOn),0135539_2020-8-9-22-34-22,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],43,(0-15),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],34,(15-30),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],23,(30-45),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0135749_2020-8-10-14-54-43,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0135749_2020-8-10-14-54-43,,,
